id,name,alias,description,latitude,longitude,address,phone,rating,review_count,review,url,image_url,is_closed,price,origin
GV-WXC3F4MUzwjhAH_f_XA,El Rincón Asturiano,el-rincón-asturiano-madrid-2,Spanish Asturian Tapas Bars ,40.4039846,-3.6922585,"Calle de las Delicias, 26, 28045 Madrid, Spain",34915308968.0,1.0,32,"We are here for dinner again on two consecutive nights! The dinner and the service was excellent both times. 

We came here because the hotel desk person.... Excellent quality food , not expensive , great service 
Well worth the visit ........................... Our first stop in Madrid and the service was awful . Disappointed as the menu looked amazing. The waitress was extremely rude and she seemed bother when we.... ",https://www.yelp.com/biz/el-rinc%C3%B3n-asturiano-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/cS74hsTGYOExuSSObrT9lQ/o.jpg,False,€€,Arganzuela
Vpb_ZPYmn25rlgzXvMladQ,La Cabaña Argentina,la-cabaña-argentina-madrid-2,Argentine Steakhouses ,40.4157422,-3.6990175,"Calle de Ventura de la Vega, 10, 28014 Madrid, Spain",34913697202.0,5.0,68,What a great surprise to find this restaurant it will be worth the trip down this small road.  Artichokes we're out of this world and the ribeye steak and.... Place was insanely good. Only problem is I was to full or order seconds. Highly recommend for amazing food . Everything tasted beyond good. Ambiance was.... Spectacular food. My wife had the octopus and I had the steak with pepper sauce. We followed that up with a bottle of wine and an amazing flambé crepe with.... ,https://www.yelp.com/biz/la-caba%C3%B1a-argentina-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/a-EUqjQFXg6yR6jJpLUvTA/o.jpg,False,€€€,Arganzuela
DDe74DH_9jfYLNay5f7oEg,Los Porfiados,los-porfiados-madrid,Argentine Spanish ,40.410143,-3.698952,"Calle Buenavista, 18, 28012 Madrid, Spain",34910842945.0,5.0,28,"Wow. Don't let the hipster decor fool you. There are some serious eats in this place. Reserve ahead as it gets full around Spanish dinner time, that is to.... Awesome.  Called ahead bc yelp said no credit card but I quickly realized when asking about ""tarjetas de credito"" that he spoke English and they definitely.... Great freakin food and we met the owner while eating and he was great! Quaint little spot with amazing tapas for cheap. The quality for the price is what.... ",https://www.yelp.com/biz/los-porfiados-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/1mYV7ae3yMEbERThe5XaoA/o.jpg,False,€€,Arganzuela
rQSFuKAyrkZtRRdOnJglJQ,El Sur,el-sur-madrid,Tapas Bars ,40.4110475,-3.6995454,"Calle de la Torrecilla del Leal, 12, 28012 Madrid, Spain",34915278340.0,5.0,792,"This was the first and last restaurant I went to in Madrid because I couldn't leave without coming back for another meal! I got the seafood paella (paella.... A place that as well loved by locals. Reminds me a lot of the local places in Madrid, where you will be able to sit at the bar and have a drink, and even.... El Sur was our first stop in Madrid. The staff was extremely friendly and knew we were visiting from Miami. We chatted up a storm since the server had been.... ",https://www.yelp.com/biz/el-sur-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media4.fl.yelpcdn.com/bphoto/jwbA1VhURId5DHktZgl_3A/o.jpg,False,€€,Arganzuela
kn1xJTpGqE07p2fL5rnRaw,Casa Lucio,casa-lucio-madrid,Spanish Basque ,40.412065,-3.709717,"Calle de la Cava Baja, 35, 28005 Madrid, Spain",34913653252.0,4.0,79,"Casa Lucio es un lugar encantador. Menú lleno de platos tradicionales y es todo una institución en Madrid. For a good meal in a nostalgic atmosphere, you'll want to check out Casa Lucio. It came recommended by a local, so we headed over. We did not make.... Casa Lucio has an elegant dining space on Calle de la Cava Baja.

Huevos Rotos is a simple dish with French fries, sunny side fried eggs, and salchichón.... ",https://www.yelp.com/biz/casa-lucio-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media4.fl.yelpcdn.com/bphoto/VmcfmYZT706VQ2JO_37a6A/o.jpg,False,€€€,Arganzuela
xoOCxe2kUFflzGPciSbrPg,Angelita,angelita-madrid-2,Spanish Wine Bars Cocktail Bars ,40.420276,-3.700387,"Calle de la Reina, 4, 28004 Madrid, Spain",34915216678.0,5.0,30,"Really nice cozy place in the heart of Madrid !!

Great server!. We are huge winos, so my wife surprised me with this experience. In America this bill would of easily been $120-150 here with tip we spent $60. Im legit.... Having been living in Madrid for about a month now I can easily say that Angelita has been in my top two if not, my favorite dining experience. We made.... ",https://www.yelp.com/biz/angelita-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media2.fl.yelpcdn.com/bphoto/zeWQ9JQIJWMAWBwM_83EoA/o.jpg,False,€€€,Arganzuela
Hn7-q6opT1g7ZJoZ9ZpjzA,Metro Bistro,metro-bistro-madrid-5,Mediterranean Spanish Signature Cuisine ,40.414641,-3.706778,"Calle Imperial, 3, 28012 Madrid, Spain",34913663319.0,5.0,34,"I highly recommend metro bistro because of their €39.5 7 course tasting menu. We started off with this incredible pumpkin soup with a strong cheese..... Siriloin steak too salty 
Too salty 
Potatoes gratin not good .
Very mediocre food 
Very disappointed. One of the best meals of my 8 day trip to Spain & Portugal! My friend met me in Madrid for the first night and we ended up at Metro Bistro after I found.... ",https://www.yelp.com/biz/metro-bistro-madrid-5?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media2.fl.yelpcdn.com/bphoto/uDgvjX7B0XO6pAjdhpExWg/o.jpg,False,€€,Arganzuela
cxypKAKs_zzJ8kvB_6G2Bw,El Valle,el-valle-madrid,Asturian Tapas Bars ,40.40378,-3.69935,"Calle de Sebastián Herrera, 6, 28012 Madrid, Spain",34914677007.0,4.0,21,"The size of everything you order at this restaurant is epic in size!

If you're looking for a tasty place to eat near the theaters in the area this is the.... We were walking by and noticed this place was playing the USA - Belgium match on the flatscreen, and so the three of us ducked inside. We were charmed.... ",https://www.yelp.com/biz/el-valle-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media2.fl.yelpcdn.com/bphoto/RApDykFTDKcGjauE5utikA/o.jpg,False,€,Arganzuela
dql5imvAQvSXzJSNYVo5-Q,Marina Ventura,marina-ventura-madrid-3,Arroceria / Paella Mediterranean Seafood ,40.41537,-3.69889,"Calle Ventura de la Vega, 13, 28014 Madrid, Spain",34914293810.0,4.0,57,"We chose to come here over another place since they offer a varied menu than just paella.  So glad we did!

We all agreed the seafood paella here was the.... Amazing food, great atmosphere, and wonderful staff! We had the seafood paella which was delicious! Grab their pitcher of sangria and enjoy and relax..... Serving some of the best paella in Madrid, and certainly the best fried squid in all of Spain, Marina Ventura is a narrow restaurant tucked into one of many.... ",https://www.yelp.com/biz/marina-ventura-madrid-3?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media3.fl.yelpcdn.com/bphoto/IAYt5YiHjPVbXVFcwmbuEQ/o.jpg,False,€€€,Arganzuela
oojxAkcZ2Hafd5xuJEL1vQ,Casa Toni,casa-toni-madrid,Tapas/Small Plates Spanish ,40.4155522,-3.7018627,"Calle de la Cruz, 14, 28012 Madrid, Spain",34915322580.0,5.0,92,"This spot is as good as people say - tasty tapas, large portions, friendly (and English-speaking!) service, and located right in the center of Madrid. We.... Casa Toni was one of the best places my wife and I visited in Spain. We found out about it on the Spain Revealed channel un YouTube. A great channel you.... Best place in Madrid for authentic Spanish tapas.  The reviews are excellent and they are right on target.  Rick Steves also featured it in one of his.... ",https://www.yelp.com/biz/casa-toni-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media2.fl.yelpcdn.com/bphoto/cPSxH71e7FR728d37O_pqA/o.jpg,False,€,Arganzuela
6NsFBZG9XtYOT2ZL5Od80A,Bodegas Rosell,bodegas-rosell-madrid,Spanish Tapas/Small Plates ,40.403755,-3.6909,"Calle del Gral. Lacy, 14, 28045 Madrid, Spain",34914678458.0,4.0,30,"Stayed at Marriott AC Atocha for a few nights on the way to the Canaries.  Perfect dinner after a long trip flying in from the US. I wanted something close,.... Amazing place to eat! Loved all the variety. 
Service was great! Our waiver was warm and welcoming, made some jokes and took good care of us!. Excellent food, neighborhood restaurant.
Enjoyed the Spanish Omelette; the tomato and Brie salad was epic.
A small space, loud, but really relaxed and.... ",https://www.yelp.com/biz/bodegas-rosell-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media4.fl.yelpcdn.com/bphoto/KBa9at1vIpEeeM1_wK8nNQ/o.jpg,False,€€,Arganzuela
moXcDch-ojjrT9nNNPkZgQ,Taberna del Chato,taberna-del-chato-madrid,Tapas/Small Plates Tabernas ,40.4148281386747,-3.70265081160892,"Calle Andrés Mellado 88, 28015 Madrid, Spain",34674025969.0,4.0,77,"Highly recommended gastropub in Madrid. 

Tapas dishes classified in three price zones (2,80/3,80/4,80 Euros) plus some main dishes available.

Large wine.... Talberna del Chato is a small tapas bar located close to Puerta del Sol in the heart of Madrid. It offers a variety of unique and tasty dishes.

We walked.... (4.5 stars) Stumbled in here for lunch after struggling to find a place that could seat six late afternoon and so glad we did. All of the dishes we had were.... ",https://www.yelp.com/biz/taberna-del-chato-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/vGq2sUJhFr6rwu4dZ1QxZg/o.jpg,False,€,Arganzuela
0s4jgc_Ox9OyBd-vWeRT0A,Yokaloka,yokaloka-madrid,Sushi Bars Japanese ,40.4114189,-3.6987901,"Calle de Santa Isabel, 5, 28012 Madrid, Spain",34610602722.0,5.0,100,"Este restaurante tiene unos platillos muy exquisitos, de verdad que disfruto mucho los almuerzos de aqui. Such a cute spot in a cute market! I enjoyed the sushi for a fair price. Good service and good food. This adorable authentic spot for sushi is located in the bare bones basement of Mercado Anton Martin. Snag a seat at the sushi bar ( reservations are a must.... ",https://www.yelp.com/biz/yokaloka-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media2.fl.yelpcdn.com/bphoto/-TMcwEu5HYcG2O2rp42XqA/o.jpg,False,€€,Arganzuela
JdV562meOXm5YzGqExdfdQ,Salmón Gurú,salmón-gurú-madrid,Cocktail Bars Gastropubs ,40.414924,-3.699517,"Calle de Echegaray, 21, 28014 Madrid, Spain",34910006185.0,4.0,75,"I was a little skeptical about this place but so glad we went. Really interesting decor. The drinks were amazingly creative and delicious. 5/5 for both.... This place is fun to go to for the elaborate drinks served in dragons, bears, etc
The drinks were expensive for Spain but it was a fun place to check out.... Playful concept but gets up a little too much. Firstly, the menu was just confusing and hard to navigate. Sometimes new is just too complicated.  

The menu.... ",https://www.yelp.com/biz/salm%C3%B3n-gur%C3%BA-madrid?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/GrEpMpZ3QhGlskh8lsdiJQ/o.jpg,False,€€,Arganzuela
14QsQhklJckcWPKMPGOlfQ,The Mad Café,the-mad-café-madrid-2,American (Traditional) Burgers ,40.41225,-3.70888,"Calle de la Cava Alta, 13, 28005 Madrid, Spain",34911884604.0,4.0,52,"Awesome place with great food, great atmosphere, and friendly service. We got there just about 10 minutes after they opened and were the first ones in.... This place seems to be closed and gone. New restaurant in its place.  The place that replaced it is gone. Need a quick fix of the good ole' USA??

Mad Cafe is the only medicine you need. American classics croon over the loud speakers as you read a menu full of.... ",https://www.yelp.com/biz/the-mad-caf%C3%A9-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/03nYRKxP7WyGccol9E3XHQ/o.jpg,False,€€,Arganzuela
ql9zlnKW4h_efrketA3Mrg,Chocolatería San Ginés,chocolatería-san-ginés-madrid-6,Chocolatiers & Shops Churros Breakfast & Brunch ,40.4167599,-3.7068,"Pasadizo de San Ginés, 5, 28013 Madrid, Spain",34913656546.0,4.0,1333,"Before arriving in Madrid this March, the last time I had ingested a churro was probably in elementary school. My classmates and I all revered those rare.... I believe this place is slightly overhyped. The churros were crispy but have no other flavoring. 

The idea is to dip them into the chocolate cup that comes.... A must visit when you are in Madrid. This was certainly on my list of must try prior to arriving in Madrid and I'm glad we randomly stumbled across the.... ",https://www.yelp.com/biz/chocolater%C3%ADa-san-gin%C3%A9s-madrid-6?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media4.fl.yelpcdn.com/bphoto/hwpN-tb20RdF_V8jPlCvyQ/o.jpg,False,€,Arganzuela
QeYzzJtGQPSFkg44qQQtog,Vinoteca Moratín,vinoteca-moratín-madrid-2,Spanish French Gastropubs ,40.4125214,-3.69541,"Calle de Moratín, 36, 28014 Madrid, Spain",34911276085.0,4.0,34,"I booked a table for my mom's birthday. We all traveled from France and the US and met there to celebrate her. The owner was so nice, starting in his.... This restaurant was a new find for us in Madrid and we had a wonderful experience.  The restaurant is small and intimate with Michelin quality food and a.... We had a great lunch here during our trip to Madrid. We had tried to walk in the night before, but they were completely booked, so they squeezed us in for a.... ",https://www.yelp.com/biz/vinoteca-morat%C3%ADn-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/SCR4kSj7f7kJGoKVYrRL-A/o.jpg,False,€€€,Arganzuela
kXs-eG2HlxnZMKLVEqTv3A,Txirimiri,txirimiri-madrid-2,Basque Tapas/Small Plates Seafood ,40.4110926,-3.7105837,"Calle del Humilladero, 6, 28005 Madrid, Spain",34913641196.0,5.0,56,"After a day of shopping all things football, we asked a local where they recommend we go for dinner. Couldn't make out what he was saying so he wrote it out.... Popped in for a quick standing tapas lunch at around noon. It happened to be Spanish mother's day and they hooked me up with a red carnation, swoon. A nice.... Get a glass or two of Spanish wine for €2-3. Get a couple tapas snacks for €2-4. Then hop to the next place and do it again. Get a night of packed bars,.... ",https://www.yelp.com/biz/txirimiri-madrid-2?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media1.fl.yelpcdn.com/bphoto/L5Mo6cfDFOTR5aklJS61EA/o.jpg,False,€€,Arganzuela
PMrOdZV2J47wfDr_wi2f4A,La Casa del Abuelo,la-casa-del-abuelo-madrid-3,Spanish Tapas/Small Plates Seafood ,40.415767,-3.701606,"Calle de la Victoria, 12, 28012 Madrid, Spain",34915212319.0,5.0,174,"This place came highly recommended in several travel blogs and I am just realizing that it was featured in the show Somebody Feed Phil. We were heading to.... This place is just ok. If you happen to be walking by and would like to stop for a bite and a drink, it's pretty decent. We had the shrimp croquettes and.... Other than the guy behind the counter being a complete Richard, this place was really good. My wife and I were on vacation in Madrid and we saw this place.... ",https://www.yelp.com/biz/la-casa-del-abuelo-madrid-3?adjust_creative=ynAYtxYjg9cJkqZFj9K40w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ynAYtxYjg9cJkqZFj9K40w,https://s3-media4.fl.yelpcdn.com/bphoto/iNiAJYHIiJxu2fE_VGCdSg/o.jpg,False,€€,Arganzuela
