,name,rating,address,description,review,alias,image_url,is_closed,review_count,latitude,longitude,location,display_phone,price,hours,transactions,languages,attributes,transit,best_time,delivery,pickup,online_ordering
10,Minotauro,5.0,"Calle de Silvano, 92, 28043 Madrid, Spain",Spanish Beer Bar Cocktail Bars ,,minotauro-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/MR_kEXlawl4ACQkCBGyZ9A/o.jpg,False,5,40.462500097946,-3.63707366673372,"{'address1': 'Calle de Silvano, 92', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28043', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Silvano, 92', '28043 Madrid', 'Spain']}",+34 913 88 94 45,Minotauro,,[],,,,,,,
11,Cañadío,5.0,"Calle del Conde de Peñalver, 86, 28006 Madrid, Spain",Spanish Tapas/Small Plates ,"A gem in the non touristic neighborhood!

On my last day during a 3 week vacation to Spain, found this splendid restaurant near my hotel. After a day trip.... Very nice outdoor space friendly staff ask for English menu as no one spoke great English. Fresh anchovies are the best and they say they have the best.... SUMMARY: Eat here. You won't regret it. Downstairs tapas and drinks. Upstairs - upscale dining. Prepare to pay appropriately. 

FOOD: 5 stars - MUST EATS -.... ",cañadío-madrid-3,https://s3-media1.fl.yelpcdn.com/bphoto/Ki4njWOyvu9OXWGQpSiI2Q/o.jpg,False,21,40.433219,-3.674774,"{'address1': 'Calle del Conde de Peñalver, 86', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28006', 'country': 'ES', 'state': 'M', 'display_address': ['Calle del Conde de Peñalver, 86', '28006 Madrid', 'Spain']}",+34 912 81 91 92,Cañadío,,[],,,,,,,
12,Maye's Bistró,4.5,"Paseo de la Tierra de Melide, 13, 28050 Madrid, Spain",Burgers American (Traditional) ,,mayes-bistró-madrid-4,https://s3-media1.fl.yelpcdn.com/bphoto/XPLG6UhOsMoyWVqUTP015Q/o.jpg,False,32,40.5070009,-3.6645494,"{'address1': 'Paseo de la Tierra de Melide, 13', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28050', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de la Tierra de Melide, 13', '28050 Madrid', 'Spain']}",+34 912 87 62 72,Maye's Bistró,,[],,,,,,,
13,Ristorante Il Pastaio,5.0,"Calle de Ríos Rosas, 49, 28003 Madrid, Spain",Italian ,"SO impressed by the staff!

We interacted with everyone who worked there and they were all so sweet and professional. The food was incredible and because we.... Stumbled upon this restaurant on the streets of Madrid and was pleasantly surprised. We opted to split a bottle of rose which came in an ice bag so that it.... After two weeks of Spanish food and tapas we ready for something else. We discovered this hidden little gem. Great Italian food! We ate here twice during.... ",ristorante-il-pastaio-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/AOWpFHeNojxZmcTO-ljPGA/o.jpg,False,22,40.4420383,-3.696866,"{'address1': 'Calle de Ríos Rosas, 49', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28003', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Ríos Rosas, 49', '28003 Madrid', 'Spain']}",+34 915 54 29 25,Ristorante Il Pastaio,,[],,,,,,,
14,Tierra,5.0,"Calle de San Germán, 12, 28020 Madrid, Spain",American (Traditional) Mexican Vegetarian ,"If you are an American looking for an identical version of Chipotle or Tex Mex, then you have come to the right place.  They serve you big portions and the.... I've been to the Tierra by Dubliners in Sol and I didn't know they sold margaritas at bigger locations! My friend and I were on the prowl for a cheap.... Great atmosphere in downtown Madrid!  The employee preparing my meal quickly picked up that I was more comfortable with English and presented all options.... ",tierra-madrid-16,https://s3-media1.fl.yelpcdn.com/bphoto/DRYz8ZtA_AyCOOCDkBeFsQ/o.jpg,False,20,40.45645,-3.69292,"{'address1': 'Calle de San Germán, 12', 'address2': '', 'address3': None, 'city': 'Madrid', 'zip_code': '28020', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de San Germán, 12', '28020 Madrid', 'Spain']}",+34 915 93 71 20,Tierra,,[],,,,,,,
15,Sabores que vuelan,1.0,"Calle Mar de Oman, 25, 28033 Madrid, Spain",Steakhouses ,,sabores-que-vuelan-madrid,,False,1,40.474411,-3.6407599,"{'address1': 'Calle Mar de Oman, 25', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28033', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Mar de Oman, 25', '28033 Madrid', 'Spain']}",+34 910 23 73 56,Sabores que vuelan,,[],,,,,,,
16,Los Montes de Galicia,5.0,"Calle de Azcona, 46, 28028 Madrid, Spain",Spanish Bars ,"This was.,  no comparison, the best restaurant we came across in Madrid.   The food was WONDERFUL.  They GAVE us two Tapas prior to our meal.  Then, we had.... This restaurant was recommended to me by someone back in America.   The reviews were wonderful, so we gave it a try-   It lived up to it's reputation-.... Truly one of the best meals of my life here. We were treated like superstars and everything was incredible. This restaurant was listed as #2 among all.... ",los-montes-de-galicia-madrid-2,https://s3-media1.fl.yelpcdn.com/bphoto/LLzEKm1pfL0s4jrOQhUqfQ/o.jpg,False,58,40.4346,-3.66854,"{'address1': 'Calle de Azcona, 46', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28028', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Azcona, 46', '28028 Madrid', 'Spain']}",+34 913 55 27 86,Los Montes de Galicia,,[],,,,,,,
17,InterContinental Madrid,5.0,"Paseo de la Castellana, 49, 28046 Madrid, Spain",Hotels Venues & Event Spaces International ,"This hotel is beautiful and the staff could not have done more for us.   The  rooms were spotless and well appointed. Anything you needed was in the room. I.... I am writing this at 3am as it's the last drop for me having a hard time sleeping here, the bed is hard and it's not for 2 people, it's a bit bigger than a.... I really enjoyed my stay at this hotel.

The breakfast buffet included with the room reservation is one of the best breakfast buffets I have had.  There is.... ",intercontinental-madrid-madrid-3,https://s3-media3.fl.yelpcdn.com/bphoto/WwJYaBIJuwgeIo8gXq2gHA/o.jpg,False,34,40.4363447,-3.6902144,"{'address1': 'Paseo de la Castellana, 49', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28046', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de la Castellana, 49', '28046 Madrid', 'Spain']}",+34 917 00 73 00,InterContinental Madrid,,[],,,,,,,
18,Lúa,5.0,"Paseo de Eduardo Dato, 5, 28003 Madrid, Spain",Spanish Modern European Signature Cuisine ,"Lúa means ""moon"" in Galacian (the language spoken by those from Galacia, a region on the northwest corner of Spain). Lúa is one of only a handful of.... The tasting menu was a bit excessive for lunch -- it felt like quite the marathon. The first course knocked it out of the park with interesting flavours.... Lovely intimate restaurant where classic cooking technique shines. Their pork belly, beef cheeks and ceviche were delicious and perfectly prepared. They.... ",lúa-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/10_udmE3kq-EtT2Ikkk4sw/o.jpg,False,23,40.4328995,-3.6956301,"{'address1': 'Paseo de Eduardo Dato, 5', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28003', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de Eduardo Dato, 5', '28003 Madrid', 'Spain']}",+34 913 95 28 53,Lúa,,[],,,,,,,
19,Miyama,5.0,"Paseo de la Castellana, 45, 28046 Madrid, Spain",Japanese Sushi Bars ,"If you ever find yourself craving authentic Japanese food in Madrid, you must make a visit to Miyama! Service was extremely attentive from the moment we.... Delicious, fresh fish!! Been craving sushi for the longest time since I've been here and this place did not disappoint. 
Serving size is a little smaller.... This is the greatest Japanese restaurant I have been in. The food is great, the service is awesome and atmosphere is Japanese, which is calming and.... ",miyama-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/O0FzD41K-yL-RqUGQ8fy1Q/o.jpg,False,27,40.43569,-3.68961,"{'address1': 'Paseo de la Castellana, 45', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28046', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de la Castellana, 45', '28046 Madrid', 'Spain']}",+34 913 91 00 26,Miyama,,[],,,,,,,
20,Tatel,4.0,"Paseo de la Castellana, 36, 28046 Madrid, Spain",Spanish Seafood Mediterranean ,"Wonderful ambience, music and staff. The food did not disappoint. We had the special roasted artichokes, Iberian flank steak and the truffle risotto.  I.... Colleagues and I came to get dinner at Tatel on Sunday night. There was a female live singer with a silky amazing voice that was definitely the highlight of.... One of the fancier places in Madrid for a nice meal. We had to make reservations since it looked like it was fully booked a lot of nights. On the phone they.... ",tatel-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/oZFwysRiiVLJKfRlm1pY8g/o.jpg,False,36,40.432475,-3.687804,"{'address1': 'Paseo de la Castellana, 36', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28046', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de la Castellana, 36', '28046 Madrid', 'Spain']}",+34 911 72 18 41,Tatel,,[],,,,,,,
21,La Tagliatella,5.0,"Calle de Alcalá, 498, 28027 Madrid, Spain",Italian ,"Stopped by this restaurant after passing by Geno's. So glad we did. I had the lasagna and my husband had the risotto with prawns.  It was so delicious.. It was great experience! My husband and I had late dinner here, we were very hungry. Food was soooo delicious, it was probably the best pasta that we had!.... Excellent! Wait staff was extremely friendly, professional, and accomodating. Food was very good, especially the chocolate truffles.. ",la-tagliatella-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/dom9V0kvs-DlajJan6i8UA/o.jpg,False,20,40.44034,-3.62841,"{'address1': 'Calle de Alcalá, 498', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28027', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Alcalá, 498', '28027 Madrid', 'Spain']}",+34 913 04 63 06,La Tagliatella,,[],,,,,,,
22,Goiko Grill,4.0,"Avenida del General Perón, 16, 28020 Madrid, Spain",Burgers ,"One amazing burger , yummy from beginning to end. I think I had the one with goats che ese. I picked it was close to home, on Alberto Alcocer.. Friendly greeting and attentive young staff although an empty restaurant with Reserved signs on every table didn't give a great first impression ... such is.... ",goiko-grill-madrid-5,https://s3-media4.fl.yelpcdn.com/bphoto/NUD4zH6K6gl2h0cvTqwz1w/o.jpg,False,27,40.45225,-3.69695,"{'address1': 'Avenida del General Perón, 16', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28020', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida del General Perón, 16', '28020 Madrid', 'Spain']}",+34 910 23 94 21,Goiko Grill,,[],,,,,,,
23,Bahía Taberna,4.0,"Calle de la Bahía de Palma, 9, 28042 Madrid, Spain",Mediterranean Tabernas Cocktail Bars ,"OMG!! 
I stopped in for a glass of wine. I'm vegan and figured they didn't gave anything but asked if they could make a salad. Wow wow wow!! The chef made.... Absolutely delicious food! Perfect pit stop on the way to the airport, residential location therefore it's very quiet. Great selection of beers, there's.... Suprise! Suprise! You may think that what in the world this restaurant is doing in this part of city. And you are right, there is no explanation. In any.... ",bahía-taberna-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/Q98wzHhdLBE-lsKu7fVr2Q/o.jpg,False,15,40.4637733471259,-3.59229457539368,"{'address1': 'Calle de la Bahía de Palma, 9', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Bahía de Palma, 9', '28042 Madrid', 'Spain']}",+34 917 47 69 44,Bahía Taberna,,[],,,,,,,
24,Las Tortillas de Gabino,5.0,"Calle de Rafael Calvo, 20, 28010 Madrid, Spain",Modern European Spanish ,"This was truly a fantastic experience! The service was outstanding the food flawless, and the venue was pleasant for casual, dating, family, whatever. 

We.... Very glad we did a little research around the area we were staying.  We ended up choosing this place because it seemed more of a local formal dinner, which.... I spotted this on Yelp when looking for somewhere to eat near the Museo Sorolla and got EXTREMELY excited at the prospect of a merging of tortilla and.... ",las-tortillas-de-gabino-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/OsZ_vf0hxnSM9IqsN5c7QA/o.jpg,False,21,40.43388,-3.69386,"{'address1': 'Calle de Rafael Calvo, 20', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28010', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Rafael Calvo, 20', '28010 Madrid', 'Spain']}",+34 913 19 75 05,Las Tortillas de Gabino,,[],,,,,,,
25,Docamar,5.0,"Calle de Alcalá, 337, 28027 Madrid, Spain",Spanish Tapas Bars Tapas/Small Plates ,"Great place for tapas and drinks even if you don't drink alcohol. Helpful staff, they are open late too. The homies and I walked around that place in the.... It took me forever to find this place. Granted I was working off screenshots of Google Maps because I couldn't get data on my phone, and I tend to get lost..... The service is the best I have had in a LONG time.  Friendly, talkative, honest suggestions and so on. They brought us free snacks to taste, multiple.... ",docamar-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/koTwX4oxZyanPzAgEJhAeQ/o.jpg,False,42,40.4335853373494,-3.64817272688398,"{'address1': 'Calle de Alcalá, 337', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28027', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Alcalá, 337', '28027 Madrid', 'Spain']}",+34 913 67 83 17,Docamar,,[],,,,,,,
26,La Gran Pulpería,1.0,"Avenida de Machupichu, 14, 28043 Madrid, Spain",Spanish Galician ,"Attending a conference in Madrid.  A local pointed me to this restaurant and well-deserving of its high ratings on Yelp.  Fresh seafood and great ambiance..... This is one of my favorite octopus restaurants and it always has a very energized atmosphere with locals chatting it up. You could step right up to the bar.... Elegant smoking and seafood dining establishment in Madrid. If you eat seafood and smoke cigarettes, then you might  enjoy this restaurant. I found this.... ",la-gran-pulpería-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/PmAXrwgj2eycfOKhMEZNzQ/o.jpg,False,17,40.45714,-3.6242,"{'address1': 'Avenida de Machupichu, 14', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28043', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Machupichu, 14', '28043 Madrid', 'Spain']}",+34 913 00 18 73,La Gran Pulpería,,[],,,,,,,
27,Frangus,4.5,"Carretera de Canillas, 15, 28043 Madrid, Spain",Portuguese Food Delivery Services ,,frangus-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/7X9Y2hoB-eJz3FfEDP6ytA/o.jpg,False,6,40.46322,-3.65132,"{'address1': 'Carretera de Canillas, 15', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28043', 'country': 'ES', 'state': 'M', 'display_address': ['Carretera de Canillas, 15', '28043 Madrid', 'Spain']}",+34 913 00 32 79,Frangus,,[],,,,,,,
28,Bendita Locura,3.0,"Calle del Príncipe de Vergara, 73, 28006 Madrid, Spain",Tapas Bars Mediterranean Breakfast & Brunch ,"Looks good but my advice- get reservations.
It was packed so likely it's good but we didn't have reservations so we left- making a reservation for tomorrow.... During a recent visit to Madrid my family and I dined discovered this gem across the street from our hotel. We dined at Bendita Locura on a couple of days..... Brunch is served from 10:00 am. That is the best option. Good eggs Benedictine. And service was very good. ",bendita-locura-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/MRbfp5GnlFqY8-2-yYBrjQ/o.jpg,False,16,40.4349585845644,-3.67953476011883,"{'address1': 'Calle del Príncipe de Vergara, 73', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28006', 'country': 'ES', 'state': 'M', 'display_address': ['Calle del Príncipe de Vergara, 73', '28006 Madrid', 'Spain']}",+34 915 63 25 70,Bendita Locura,,[],,,,,,,
29,Poncelet,5.0,"Calle de José Abascal, 61, 28003 Madrid, Spain",Cheese Shops Gastropubs Tapas Bars ,"Fantastic place. Very friendly, high-end style service, comfortable setting and seating. Food centered around cheeses, as you might imagine, and everything.... I might be a bit biased because I love cheese. 

This place is quite spendy, but you will find a vast variety of cheeses from all over. The servers were.... The definite place for cheese lovers. Their menu contains more than 400 types of cheese from different countries including England, France, Belgium, Italy,.... ",poncelet-madrid-3,https://s3-media4.fl.yelpcdn.com/bphoto/Y9K8yrDTmH4cPHcZQdnRoQ/o.jpg,False,32,40.4382716163347,-3.69233771289748,"{'address1': 'Calle de José Abascal, 61', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28003', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de José Abascal, 61', '28003 Madrid', 'Spain']}",+34 913 99 25 50,Poncelet,,[],,,,,,,
30,Alfredo's Barbacoa,4.0,"Calle de Juan Hurtado de Mendoza, 11, 28036 Madrid, Spain",American (Traditional) Burgers ,"Delicious food and a friendly environment.

The burgers are particularly worth trying, they are possibly the best I've had in Madrid. The chili is also.... I will never return to this restaurant again, not because of the food (which was good for Spanish standards), but because of the offensive decoration. The.... Best burgers I found during my summer in Spain. Questionable decore (confederate flags and KKK references), but aside from that, the best coleslaw I've ever.... ",alfredos-barbacoa-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/HsafPJTCYJYxXzdsQ4zMcA/o.jpg,False,55,40.460491958998,-3.6872518199854,"{'address1': 'Calle de Juan Hurtado de Mendoza, 11', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28036', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Juan Hurtado de Mendoza, 11', '28036 Madrid', 'Spain']}",+34 913 45 16 39,Alfredo's Barbacoa,,[],,,,,,,
31,L'Albufera,5.0,"Calle Poeta Joan Maragall, 43, 28020 Madrid, Spain",Gluten-Free Mediterranean Arroceria / Paella ,"Love this place, we have been here a few times over the years. A few of us went back in February. We ended up getting a Seafood Paella. The Paella was.... Wonderful restaurant.  Best paella I've had in Madrid.  Tapas were good, with the mushrooms being my favorite.  Paella was moist, lots of seafood, and a.... Located in the basement of the Melia hotel this is an amazing place to come for paella in Madrid. It is rated by the locals as the best paella is Madrid and.... ",l-albufera-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/Xyn6I5u958jz8svTjay86w/o.jpg,False,23,40.4614403,-3.6921475,"{'address1': 'Calle Poeta Joan Maragall, 43', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28020', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Poeta Joan Maragall, 43', '28020 Madrid', 'Spain']}",+34 915 67 51 97,L'Albufera,,[],,,,,,,
32,Mamma Luna,4.5,"Calle Mar de Aral, 16, 28033 Madrid, Spain",Rotisserie Chicken ,,mamma-luna-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/YLlMdzzVKmzGvDxtDa74QQ/o.jpg,False,3,40.4744,-3.64289,"{'address1': 'Calle Mar de Aral, 16', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28033', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Mar de Aral, 16', '28033 Madrid', 'Spain']}",+34 913 82 03 47,Mamma Luna,,[],,,,,,,
