,Unnamed: 0,name,rating,address,description,review,alias,image_url,is_closed,review_count,latitude,longitude,location,display_phone,price,hours,transactions,languages,attributes,transit,best_time,delivery,pickup,online_ordering
12,12,Pica Pizza,3.5,"Calle de Illescas, 100, 28047 Madrid, Spain",Pizza ,,pica-pizza-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/w4rDL0ROfdTphwMriiPPlg/o.jpg,False,2,40.3894499,-3.75215,"{'address1': 'Calle de Illescas, 100', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 100', '28047 Madrid', 'Spain']}",+34 917 19 11 11,,,[],,,,,,,
13,13,La Trattoría di Aluche,3.0,"Calle de Illescas, 98, 28047 Madrid, Spain",Pizza Italian ,,la-trattoría-di-aluche-madrid-3,https://s3-media3.fl.yelpcdn.com/bphoto/8hDZeyHU6WaZIwBTpIK-KA/o.jpg,False,1,40.38987,-3.75272,"{'address1': 'Calle de Illescas, 98', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 98', '28047 Madrid', 'Spain']}",+34 917 19 67 86,,,[],,,,,,,
14,14,Pulpería Caracolería,4.0,"Avenida de Nuestra Señora de Fátima, 55, 28047 Madrid, Spain",Spanish Seafood ,,pulpería-caracolería-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/NfTu97EwPOlzfDxDedc0gQ/o.jpg,False,5,40.38352,-3.74707,"{'address1': 'Avenida de Nuestra Señora de Fátima, 55', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 55', '28047 Madrid', 'Spain']}",+34 915 25 02 20,,,[],,,,,,,
15,15,Asador Avelino,4.5,"Calle Joaquín Turina, 42, 28044 Madrid, Spain",Steakhouses ,,asador-avelino-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/BfjimSlabhxkbDT4k2eudA/o.jpg,False,3,40.3721394187008,-3.75517931692711,"{'address1': 'Calle Joaquín Turina, 42', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Joaquín Turina, 42', '28044 Madrid', 'Spain']}",+34 915 08 40 80,€€,,[],,,,,,,
16,16,Devinums,4.0,"Avenida de Nuestra Señora de Fátima, 86, 28047 Madrid, Spain",Wine Bars Spanish ,,devinums-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/we6hiidyTNKM3v6hcsrsig/o.jpg,False,2,40.38158,-3.74826,"{'address1': 'Avenida de Nuestra Señora de Fátima, 86', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 86', '28047 Madrid', 'Spain']}",+34 914 62 88 28,,,[],,,,,,,
17,17,Doña Patata,4.5,"Calle Juan Francisco, 5, 28025 Madrid, Spain",Tapas Bars Spanish ,,doña-patata-madrid-3,https://s3-media4.fl.yelpcdn.com/bphoto/qmuK3H64xspoF3DDIt5B2A/o.jpg,False,5,40.387507870385,-3.73161428689859,"{'address1': 'Calle Juan Francisco, 5', 'address2': '', 'address3': None, 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Juan Francisco, 5', '28025 Madrid', 'Spain']}",+34 914 72 75 32,€€,,[],,,,,,,
18,18,Colibrí,4.0,"Calle de Ocaña, 106, 28047 Madrid, Spain",Dive Bars Coffee & Tea Tapas Bars ,,colibrí-madrid-2,https://s3-media3.fl.yelpcdn.com/bphoto/G9AilAvnoTBbj7bRDPPIVg/o.jpg,False,1,40.38574,-3.75284,"{'address1': 'Calle de Ocaña, 106', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Ocaña, 106', '28047 Madrid', 'Spain']}",+34 914 62 64 08,,,[],,,,,,,
19,19,La Suegra,5.0,"Calle de Castrogeriz, 18, 28025 Madrid, Spain",Latin American ,,la-suegra-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/j15fs9bvpXkadNyCXI8OqQ/o.jpg,False,2,40.38651,-3.74004,"{'address1': 'Calle de Castrogeriz, 18', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Castrogeriz, 18', '28025 Madrid', 'Spain']}",+34 664 77 00 10,,,[],,,,,,,
20,20,Eiffel,4.0,"Calle Seseña, 18, 28024 Madrid, Spain",Spanish ,,eiffel-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/Qjqe_qROOZ4pGG-mFgT78w/o.jpg,False,1,40.39855,-3.75956,"{'address1': 'Calle Seseña, 18', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Seseña, 18', '28024 Madrid', 'Spain']}",+34 915 18 37 14,,,[],,,,,,,
21,21,El Secreto de Dora,4.0,"Avenida de la Plaza de Toros, 17, 28025 Madrid, Spain",Spanish Tapas Bars ,,el-secreto-de-dora-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/uzbWCWvKcjrjM6cHtYHxnQ/o.jpg,False,4,40.38575,-3.73993,"{'address1': 'Avenida de la Plaza de Toros, 17', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Plaza de Toros, 17', '28025 Madrid', 'Spain']}",+34 914 28 41 21,,,[],,,,,,,
22,22,Taberna España,4.0,"Calle Quero, 51, 28024 Madrid, Spain",Tabernas ,,taberna-españa-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/_MHXj6dxsCWuPGykpwwJ-Q/o.jpg,False,1,40.3902092,-3.76106,"{'address1': 'Calle Quero, 51', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Quero, 51', '28024 Madrid', 'Spain']}",,€,,[],,,,,,,
23,23,American Fries,5.0,"Calle Vía Carpetana, 220, 28047 Madrid, Spain",American (Traditional) ,,american-fries-madrid,,False,1,40.39520502,-3.73836637,"{'address1': 'Calle Vía Carpetana, 220', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Vía Carpetana, 220', '28047 Madrid', 'Spain']}",,,,[],,,,,,,
24,24,El Kiosko de la Pizza,4.5,"Calle Illescas, 5, 28024 Madrid, Spain",Pizza ,,el-kiosko-de-la-pizza-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/rXEbxq6m2w7dH7haiv8fbQ/o.jpg,False,3,40.39692968,-3.76575977,"{'address1': 'Calle Illescas, 5', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Illescas, 5', '28024 Madrid', 'Spain']}",+34 902 09 17 55,€,,[],,,,,,,
25,25,Pizza Pazza,4.0,"Avenida de la Aviación, 73, 28044 Madrid, Spain",Pizza Italian ,,pizza-pazza-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/TPgmfaohWqKCDU5s5Cs2KQ/o.jpg,False,5,40.37438,-3.77153,"{'address1': 'Avenida de la Aviación, 73', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Aviación, 73', '28044 Madrid', 'Spain']}",+34 917 06 77 10,€,,[],,,,,,,
26,26,Asador Don Antonio,4.0,"Avenida de Carabanchel Alto, 58, 28044 Madrid, Spain",Spanish Steakhouses ,,asador-don-antonio-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/nNGDT1sVkY8LchivZbAfuQ/o.jpg,False,1,40.37048,-3.75322,"{'address1': 'Avenida de Carabanchel Alto, 58', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Carabanchel Alto, 58', '28044 Madrid', 'Spain']}",+34 915 08 48 04,,,[],,,,,,,
27,27,Mesón La Parra,3.0,"Calle de Illescas, 209, 28047 Madrid, Spain",Tapas Bars ,,mesón-la-parra-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/rhbUD-Hlix4lvSkxsSAaqg/o.jpg,False,1,40.39021,-3.7528,"{'address1': 'Calle de Illescas, 209', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 209', '28047 Madrid', 'Spain']}",+34 917 19 41 68,,,[],,,,,,,
28,28,El Rincon de Coimbra,4.0,"Calle Valle-Inclan, 64, 28044 Madrid, Spain",Portuguese Spanish ,,el-rincon-de-coimbra-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/TCDI72aRYcCxdnXgd4FSIA/o.jpg,False,1,40.376049,-3.7753401,"{'address1': 'Calle Valle-Inclan, 64', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Valle-Inclan, 64', '28044 Madrid', 'Spain']}",+34 911 16 31 26,€,,[],,,,,,,
29,29,Los Arcos,3.0,"Calle de Maqueda, 5, 28024 Madrid, Spain",German Beer Bar ,,los-arcos-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/TyBxEoc96GKBc-HT4kIfmg/o.jpg,False,3,40.39467,-3.76461,"{'address1': 'Calle de Maqueda, 5', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Maqueda, 5', '28024 Madrid', 'Spain']}",+34 915 18 24 57,€€,,[],,,,,,,
30,30,Bernat,4.0,"Calle Quero, 19-49, 28024 Madrid, Spain",Pizza Tapas Bars ,,bernat-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/aNBNJV4cs1-8nCmD637LTA/o.jpg,False,1,40.3918419,-3.7609501,"{'address1': 'Calle Quero, 19-49', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Quero, 19-49', '28024 Madrid', 'Spain']}",,€,,[],,,,,,,
31,31,Pizzería Carlos,4.5,"Plaza de Achicoria, 3, 28047 Madrid, Spain",Pizza ,,pizzería-carlos-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/QPz-qqeUMOTkzF-K3SxnMA/o.jpg,False,3,40.4022630377161,-3.7452220916748,"{'address1': 'Plaza de Achicoria, 3', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza de Achicoria, 3', '28047 Madrid', 'Spain']}",+34 914 63 78 00,€€,,[],,,,,,,
32,32,San Matías,4.0,"Calle de Illescas, 57, 28024 Madrid, Spain",Spanish Tapas Bars ,,san-matías-madrid-2,https://s3-media3.fl.yelpcdn.com/bphoto/uM1t6-vJfpZV2v_Qz7YR_g/o.jpg,False,4,40.39578,-3.76427,"{'address1': 'Calle de Illescas, 57', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 57', '28024 Madrid', 'Spain']}",+34 915 18 10 73,€€,,[],,,,,,,
33,33,El Rincón de Lola,4.5,"Calle de la Parra, 39, 28025 Madrid, Spain",Tapas Bars ,,el-rincón-de-lola-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/uLtIytU2XdFA5So0zs2Kpg/o.jpg,False,2,40.38709,-3.73132,"{'address1': 'Calle de la Parra, 39', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Parra, 39', '28025 Madrid', 'Spain']}",+34 914 72 78 85,€,,[],,,,,,,
34,34,El Paseo,5.0,"Paseo de Muñoz Grandes, 27, 28025 Madrid, Spain",Churros Cafeteria Chocolatiers & Shops ,,el-paseo-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/lwHCpf9MN2QFnHjWCchcOw/o.jpg,False,1,40.38669,-3.74224,"{'address1': 'Paseo de Muñoz Grandes, 27', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de Muñoz Grandes, 27', '28025 Madrid', 'Spain']}",+34 914 61 19 26,€,,[],,,,,,,
35,35,Buena Birra Social Club,5.0,"Avenida Padre Piquer, 23, 28024 Madrid, Spain",Tabernas Beer Bar ,,buena-birra-social-club-madrid,,False,1,40.3917633273757,-3.76714512705803,"{'address1': 'Avenida Padre Piquer, 23', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida Padre Piquer, 23', '28024 Madrid', 'Spain']}",+34 910 13 63 44,€,,[],,,,,,,
36,36,Paraíso del Jamón,4.0,"Avenida de la Plaza de Toros, 10, 28025 Madrid, Spain",Spanish Tapas Bars Food ,,paraíso-del-jamón-madrid-4,https://s3-media2.fl.yelpcdn.com/bphoto/6mFe8fBvpWE1lEQVcstvpA/o.jpg,False,1,40.3859,-3.73786,"{'address1': 'Avenida de la Plaza de Toros, 10', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Plaza de Toros, 10', '28025 Madrid', 'Spain']}",+34 914 61 43 82,,,[],,,,,,,
37,37,Gran Barril,4.0,"Calle Concejal Francisco José Jiménez Martín,124, 28047 Madrid, Spain",Beer Bar Breakfast & Brunch ,,gran-barril-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/-rQstXUDTsfWUkQg69Fr4w/o.jpg,False,1,40.400707,-3.745631,"{'address1': 'Calle Concejal Francisco José Jiménez Martín,124', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Concejal Francisco José Jiménez Martín,124', '28047 Madrid', 'Spain']}",+34 911 10 55 39,€€,,[],,,,,,,
38,38,La Trattoria di Aluche,3.5,"Calle de Guareña, 4, 28044 Madrid, Spain",Italian ,,la-trattoria-di-aluche-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/v4Uhu2v3h7NF8-UcQkUhJw/o.jpg,False,4,40.3887799,-3.76631,"{'address1': 'Calle de Guareña, 4', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 4', '28044 Madrid', 'Spain']}",+34 917 05 17 52,€,,[],,,,,,,
39,39,Cafetería Viena,3.0,"Calle de Valmojado, 231, 28047 Madrid, Spain",Tapas Bars Breakfast & Brunch Cafeteria ,,cafetería-viena-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/RgsYHQqZGn4Q2CASvannKQ/o.jpg,False,1,40.38885,-3.75842,"{'address1': 'Calle de Valmojado, 231', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Valmojado, 231', '28047 Madrid', 'Spain']}",+34 917 17 41 60,€,,[],,,,,,,
40,40,Nuno,4.0,"Paseo de Muñoz Grandes, 53, 28025 Madrid, Spain",Spanish Tapas Bars ,,nuno-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/wiCKSPWOsHv3eO6hf0QZhQ/o.jpg,False,1,40.38669,-3.74224,"{'address1': 'Paseo de Muñoz Grandes, 53', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de Muñoz Grandes, 53', '28025 Madrid', 'Spain']}",,,,[],,,,,,,
41,41,Gran Nemrut,4.0,"Glorieta del Valle de Oro, 4, 28019 Madrid, Spain",Kebab Middle Eastern Pizza ,I visited this restaurant when I traveled to Spain last year. The food was delicious. Especially whatever hot sauce they were serving. It was in a bottle.... ,gran-nemrut-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/Y0UCyf0w3LLwd8at_mRgJQ/o.jpg,False,5,40.38847,-3.73058,"{'address1': 'Glorieta del Valle de Oro, 4', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['Glorieta del Valle de Oro, 4', '28019 Madrid', 'Spain']}",+34 914 71 52 19,€,,[],,,,,,,
42,42,Radiante,4.0,"Calle de Guareña, 2, 28044 Madrid, Spain",Chinese ,,radiante-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/4NwcV-zb40Hlc_i_nsf1vg/o.jpg,False,2,40.38913,-3.76643,"{'address1': 'Calle de Guareña, 2', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 2', '28044 Madrid', 'Spain']}",+34 917 10 70 23,€,,[],,,,,,,
43,43,Cervecería Gambrinus,3.5,"Calle Guareña, 3, 28044 Madrid, Spain",Beer Bar Tapas Bars ,,cervecería-gambrinus-madrid-9,https://s3-media3.fl.yelpcdn.com/bphoto/lQjDO0fn8MRiRbbcKFD_0w/o.jpg,False,2,40.3883286,-3.7657299,"{'address1': 'Calle Guareña, 3', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Guareña, 3', '28044 Madrid', 'Spain']}",+34 917 05 24 89,,,[],,,,,,,
44,44,La Sidrería de Montijo,4.0,"Calle de Nuestra Señora de la Luz, 62, 28047 Madrid, Spain",Bars Spanish ,"If you like cider, check out La Sidrería de Montijo while in Madrid.  It's located near Plaza Mayor and they happen to pour their cider over the shoulder..... ",la-sidrería-de-montijo-madrid,,False,1,40.3850403,-3.7474699,"{'address1': 'Calle de Nuestra Señora de la Luz, 62', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Nuestra Señora de la Luz, 62', '28047 Madrid', 'Spain']}",+34 914 28 49 95,,,[],,,,,,,
45,45,Cafetería Nabor,4.0,"Calle de Villamanín, 41, 28011 Madrid, Spain",Tapas Bars ,"A fine neighborhood cafe near where I was staying in Madrid. A NYC block away from Batan Metro station on the #10 line, open 7am to around midnight? Much.... ",cafetería-nabor-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/1qyQAGrHEmJA8e-bzjHkfw/o.jpg,False,2,40.40513,-3.75293,"{'address1': 'Calle de Villamanín, 41', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28011', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Villamanín, 41', '28011 Madrid', 'Spain']}",+34 914 63 90 76,€€,,[],,,,,,,
46,46,Albuche,3.0,"Calle los Yébenes, 110, 28047 Madrid, Spain",Tapas/Small Plates Coffee & Tea ,,albuche-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/xdUaznOX05VF06KhDGx09w/o.jpg,False,1,40.3916793211334,-3.75170377490023,"{'address1': 'Calle los Yébenes, 110', 'address2': '', 'address3': None, 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle los Yébenes, 110', '28047 Madrid', 'Spain']}",+34 912 59 44 88,,,[],,,,,,,
47,47,Döner Kebab Antep,4.0,"Calle de Higueras, 53, 28011 Madrid, Spain",Turkish Fast Food ,,döner-kebab-antep-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/maa7wZZ0rfeK6JzD9KMaOg/o.jpg,False,1,40.40405,-3.745,"{'address1': 'Calle de Higueras, 53', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28011', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Higueras, 53', '28011 Madrid', 'Spain']}",+34 914 64 36 67,,,[],,,,,,,
48,48,Madroñal,4.0,"Plaza de la Emperatriz, 12, 28044 Madrid, Spain",Dive Bars Spanish Tapas/Small Plates ,"Always great service here. Amazing for cañas and tapas, not so much for ordering in but I've not BC tried the menu yet.  Always busy but attentive service..... ",madroñal-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/YYNrB3RUL3BQq-KSZ7lpBQ/o.jpg,False,3,40.37377,-3.75149,"{'address1': 'Plaza de la Emperatriz, 12', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza de la Emperatriz, 12', '28044 Madrid', 'Spain']}",+34 915 08 39 43,,,[],,,,,,,
